Name,Lot No.,Kilometers,Price
Discover 150f,71,21000,"Rs. 1,65,000"
Urgent Sell,5 ,9000,"Rs. 2,78,000"
Fresh Dominar 400(abs) On Sale,83,37000,"Rs. 2,60,000"
Bajaj Pulsar200,34,46000,"Rs. 96,000"
Sabai Lai Man Parne Bike 220,38,32542,"Rs. 1,65,000"
Ns 200,84,,"Rs. 1,90,000"
Shine,43,61000,"Rs. 90,000"
Shine,43,61000,"Rs. 90,000"
Urgent Sale Pulsar 200ns,68,43000,"Rs. 1,65,000"
Pulsar As 150,69,39000,"Rs. 1,35,000"
Ns 200,3 ,10000,Rs. 260
Fresh Platina On Sale,69,,"Rs. 1,04,000"
Bajaj Avenger 220cc,76,35000,"Rs. 2,10,000"
Bajaj Pulser On Sale,10,18000,"Rs. 2,00,000"
Sale,00,9500,"Rs. 2,90,000"
Sale,00,9500,"Rs. 2,90,000"
220 Pulsar,74,50000,Rs. 165
Ns 200,05,10k,"Rs. 2,70,000"
Discover,58,,"Rs. 75,000"
Ns200 On Urgent Sale,87,25+,"Rs. 2,25,000"
Pulsar 150cc,70,23500,"Rs. 1,30,000"
Ns 200 95 Lot,95,16000,"Rs. 2,20,000"
Pulser 150,58,,"Rs. 1,10,000"
Bajaj Pulsar Ns 200,94,18000,"Rs. 2,65,000"
Brandnew Like 150 Pulsar For Sale,25,65k,"Rs. 1,10,000"
Ns 200,93,14500,"Rs. 2,30,000"
Pulsar220f,7 ,12500,"Rs. 2,70,000"
Bike For Sale,90,22k,"Rs. 2,30,000"
150cc Pulsar Ba 30 Pa 803,30,,"Rs. 85,000"
150cc Pulsar Ba 30 Pa 803,30,,"Rs. 85,000"
Pulsar 220 On Sale,90,34000,"Rs. 2,30,000"
"Discover 150cc Green Color, Tax Clear And Fully Fresh 46lot Bike",46,,"Rs. 65,000"
Pulsur 150 Cc,90,36000,"Rs. 1,75,000"
Pulsar150,76,,"Rs. 1,45,000"
Ns200 2018 Model,10,,"Rs. 2,60,000"
Discover 100 Cc,46,,"Rs. 65,999"
Pulser,17,15000,"Rs. 1,40,000"
Pulser,17,15000,"Rs. 1,40,000"
Pulsar 200 For Sale,4,,"Rs. 79,999"
Pulsar 150 As Urgent,73,22000,"Rs. 1,60,000"
As150 Freash,70,15721,"Rs. 1,10,000"
Urgent Sale Pulsar 150,56,"55,000","Rs. 1,00,000"
Pulsar 180 Exchange Offer,51,,"Rs. 90,000"
Bajaj Ko Dicover Sale,14,41943,"Rs. 80,000"
V15 Bike On Sale,83,,"Rs. 1,15,000"
114 Lot Ko Like Brandnew Avengar 220cruise On Sale,14,5000,"Rs. 3,10,000"
Name,Lot No.,Kilometers,Price
Bike,01,8100,"Rs. 2,40,000"
Bajaj 150,71,45000,"Rs. 1,40,000"
Pulsar 220,53,23416,"Rs. 2,70,000"
Ns 200,53,,"Rs. 1,25,000"
Bajaj Pulsar 150 Td,11,9000,"Rs. 2,20,000"
Bajaj Pulsar 150 Td,11,9000,"Rs. 2,20,000"
Bike Bikrima 220 Sell Or Exchange,61,43000,"Rs. 1,35,000"
Pulsar 200ns,84,26000+,"Rs. 1,79,000"
43 Lot Avenger 200 On Sale,43,,"Rs. 90,000"
Pulsar 150 Twin Disc,02,20000,"Rs. 2,10,000"
47 Lot Bajaj Discover 125cc For Sale,47,40000,"Rs. 65,000"
111 Lot New Pulsar 150 Td For Sale,11,5000,"Rs. 2,28,000"
Discover Bike,6 ,8000,"Rs. 1,75,000"
Discover Bike,6 ,8000,"Rs. 1,75,000"
92 Lot 150 Pulsar On Urgent Sell,92,,"Rs. 1,70,000"
V-15,12,22282,"Rs. 1,60,000"
Pulsar 220 On Sale,40,94000,"Rs. 1,00,000"
Pulsar 150,66,42000,"Rs. 1,45,000"
Ns 200,85,19000,"Rs. 2,50,000"
150 Pulsar,16,45,"Rs. 1,24,000"
Pulsar 150 Bike On Sell,66,45500,"Rs. 1,40,000"
220 Cc Pulsar For Sale,68,45200,"Rs. 1,40,000"
Red And Black Ns 200 On Sale,86,,"Rs. 1,98,000"
Bajaj Discover 150 Cc,51,,"Rs. 70,000"
Bike On Sale,72,33500,"Rs. 1,40,000"
52 Lot 220 Red Avenger For Sale,52,,"Rs. 1,10,000"
220pulsar 98lot,99,21000,"Rs. 2,10,000"
220pulsar 98lot,99,21000,"Rs. 2,10,000"
Bajaj Pulsar150 Exchange With Tvs Rtr160 Double Disc,13,5500,"Rs. 2,35,000"
Ns 200,73,37000,"Rs. 1,90,000"
Bike Jasto Photo Ma Dekhako Xa Testai Xa Same,9 ,75000,"Rs. 1,10,000"
Bajaj Pulsar150cc 97 Lot,97,21000,"Rs. 2,20,000"
46 Lot Avanger On Sale,46,,"Rs. 1,03,000"
As 200 Fresh Xa Engine Ne Kholeko Xaina,84,,"Rs. 1,65,000"
Fress 220 On Sell,84,20000,"Rs. 1,84,000"
Fress 220 On Sell,84,20000,"Rs. 1,84,000"
Left Hand Guard Chayo.,98,,Rs. 600
Pulsar 180 On Sale,60,57350,"Rs. 1,00,000"
Bajaj 200 Pulsar,34,0000,"Rs. 65,000"
Excellent Condition Ko Avenger220 On Sale,59,30000,"Rs. 1,40,000"
Pulsar 150,17,43000,"Rs. 1,20,000"
Pulsar 150 92 Lot Urgent Sell,93,30000,"Rs. 1,69,999"
Pradesh 3-3 Lot Tvs Jupiter Scuter On Sell,10,17000,"Rs. 1,42,000"
On Sale,03,26000,"Rs. 1,90,000"
Bike,94,24000,"Rs. 2,50,000"
Avenger Bike Urgent Sale,67,,"Rs. 1,30,000"
Bajaj V15 Sale,27,37252,"Rs. 1,05,000"
200 Ns,85,36000,"Rs. 1,75,000"
Pulsar 220,58,42000,"Rs. 1,22,000"
Pulsar 220,58,42000,"Rs. 1,22,000"
Bajaj Pulsar 220f 73 Lot 2016 Model Fresh Bike On Sell,73,27000,"Rs. 1,58,000"
Pulsar 150 Blue For Sale Or Exchange,Lu,13k,"Rs. 2,10,000"
Avenger 220 Blue,50,30000,"Rs. 1,20,000"
150as Pulser Blue,80,34000,"Rs. 1,20,000"
107 Lot 220 Pulsure On Sale,07,,"Rs. 2,49,000"
For Parts,43,,"Rs. 15,000"
Adam Fres Ns200,33,30452,"Rs. 2,45,000"
Adam Fres Ns200,33,30452,"Rs. 2,45,000"
Avenger 220 On Sale,73,27000,"Rs. 1,85,000"
Pulsar 150,54,41000,"Rs. 1,10,000"
Discover 125,10,18000,"Rs. 1,65,000"
Tubu Camera Bag,01,,"Rs. 15,000"
Discover 125,73,17900,"Rs. 1,10,000"
Offer For Kathmandu Buyer Pulsar220 Sell 73 Lot 2016 Ko Antim Model Ho,73,35000,"Rs. 1,75,000"
Hurry Up Bajaj 200cc Ns Pulsar,85,31598,"Rs. 1,88,888"
Pulsar Ns200 Only Exchange With Crossfire ...,15,15.6,"Rs. 2,30,000"
Pulsar 150 (94) For Sell,94,,"Rs. 1,80,000"
150 Pulsar On Sell,80,23400,"Rs. 1,60,000"
Urgent Sell,04,26000,"Rs. 2,10,000"
150 New Model Pulser,10,42380,"Rs. 1,80,000"
Feresh 220 On Hot Sale,81,,"Rs. 1,85,000"
Feresh 220 On Hot Sale,81,,"Rs. 1,85,000"
Pulser 200cc 26lot,26,,"Rs. 75,000"
Pulsar 150,89,14000,"Rs. 2,10,000"
Bajaj Pulsar 180 For Sell With X-change,44,,"Rs. 75,000"
Good Condition,97,,"Rs. 1,77,000"
79 Lot Ns 200 Sale Or Exchange,79,24000,"Rs. 1,70,000"
Like New Bike,73,,"Rs. 1,55,000"
Bajaj Pulsar 220,68,30000,"Rs. 1,70,000"
Bajaj Pulsar 220,68,30000,"Rs. 1,70,000"
150 On Seal,48,37037,"Rs. 1,15,000"
Pulsar 150 (67) On Sell,67,,"Rs. 1,30,000"
Bajaj Pulsar Ns 200 85lot On Sell,85,23000,"Rs. 1,85,000"
Bajaj 200ns 2018 Model...101 Lot ..one Hand..,10,9000,"Rs. 2,34,000"
Ns 200 (83 Lot ),83,,"Rs. 1,85,000"
220 On Sale,48,29000,"Rs. 1,90,000"
68 Lot Discover 150 On Sale,68,,"Rs. 90,000"
Bikrima,59,28000,"Rs. 1,10,000"
Ns 200 86 Lot,86,,"Rs. 2,00,000"
Pulsar 150 On Sale,58,,"Rs. 1,40,000"
220f 84 Lot 27000 Run,84,27000,"Rs. 1,90,000"
Pulser Sale,39,60016,"Rs. 2,20,000"
Pulsur 220 F,81,23000,"Rs. 1,80,000"
Pulsur 220 F,81,23000,"Rs. 1,80,000"
Pulsar 220 75 Lot,75,28000,"Rs. 1,59,999"
Bajaj Pulsar 220,74,30000,"Rs. 2,00,000"
Excellent Condition Ko 220 On Sale,01,20000,"Rs. 2,30,000"
Pulsar 150,46,37000,"Rs. 90,000"
Ns-200 Black,4 ,8000,"Rs. 2,70,000"
Red Pulsr Sale,27,23958,"Rs. 1,60,000"
Pulsar 150 Single Hand Fresh.,78,33000,"Rs. 1,50,000"
Pulsar 150 Single Hand Fresh.,78,33000,"Rs. 1,50,000"
Bike On Sale,70,28000,"Rs. 14,00,000"
Pulsar 150 Tds,01,4400,"Rs. 2,45,000"
Pulser Sal!,12,43085,"Rs. 90,000"
Avenger 150cc,80,12000,"Rs. 1,75,000"
Pulsar Naked Sports,90,19000,"Rs. 2,30,000"
48 Lot 150 Pulsar Brandnew Condition On Sell,48,33000,"Rs. 1,05,000"
Pulsor 150,93,28000,"Rs. 1,65,000"
Pulsar 150td,10,5700,"Rs. 2,27,000"
Pulser Adam Fress,8 ,42385,"Rs. 1,65,000"
Bajaj Avenger For Sell With X-change,52,15767,"Rs. 1,05,000"
Discover 100 Milage Bike,41,,"Rs. 53,000"
Bajaj Pulser Sale Fast Hand Bike,25,45325,"Rs. 1,50,000"
Bike Adam Ramro Xa,17,23858,"Rs. 1,20,000"
Bike Adam Ramro Xa,17,23858,"Rs. 1,20,000"
150 Td,98,15000,"Rs. 2,00,000"
52 Lot 150 Blue Black Pulsar For Sale,52,,"Rs. 1,05,000"
Pulser Back Shock,55,,"Rs. 1,500"
Urgent Sell,83,33000,"Rs. 1,55,000"
70 Lot Pulsar 150,70,,"Rs. 1,55,000"
Bajaj,47,,"Rs. 85,000"
Bike 150 Cc,03,12000,"Rs. 1,90,000"
Bike 150 Cc,03,12000,"Rs. 1,90,000"
As 150,69,18000,"Rs. 95,000"
Pulser 150 59lot,59,,"Rs. 1,10,000"
Pulsar 220 On Sale,59,40000,"Rs. 1,40,000"
Bajaj Discover 125 St Highlights 53 Lot,53,,"Rs. 70,000"
95 Lot Pulsar 150 Urgent Sale,95,3300,"Rs. 2,12,000"
Bajaj Pulsar 150 91lot On Sell,91,,"Rs. 1,60,000"
Pulsar 150,88,20000,"Rs. 1,80,000"
Bajaj 150 Cc On Sale,61,31000,"Rs. 1,60,000"
Pulsar Bikrima,91,37442,"Rs. 1,60,000"
Like New Pulsar 200 Rs 70 Lot 2015 Model,70,20000,"Rs. 1,69,000"
Bajaj Pulsar 220cc,27,41000,"Rs. 1,20,000"
Bajaj 150,96,10000,"Rs. 1,90,000"
Ns 200,87,17000,"Rs. 2,30,000"
Ns 200,87,17000,"Rs. 2,30,000"
Bike Avenger,31,25000,"Rs. 1,90,000"
Bajaj Pulsar 150 95lot On Sell,95,,"Rs. 1,85,000"
Lik Show Room Condition Bajaj Pulsar 220f 107lot 6000km Run,07,6000,"Rs. 2,55,000"
Bike Adam Ramro Xa Fres Xa,33,42000,"Rs. 1,80,000"
Bajaj Leatst Discover 4 Revor,16,26981,"Rs. 90,000"
Bajaj Pulsar 220 60lot On Sell Or Exchange,60,35000,"Rs. 1,29,000"
Avenger 220,3,,"Rs. 3,00,000"
Avenger 220,3,,"Rs. 3,00,000"
Bajaj Discover Sale Excheng,18,67208,"Rs. 1,05,000"
Ramro Jagga Dhulikhel Ku Chok,22,,"Rs. 20,00,000"
150 Pulser Excellent Condition,65,38000,"Rs. 1,25,000"
Palsur 150,77,,"Rs. 1,05,000"
Bike Adam Ramro Xa,12,55000,"Rs. 1,10,000"
220,84,19000,"Rs. 1,90,000"
99 Lot 150 Double Disk On Sale,99,45,"Rs. 1,90,000"
Ns 200 Exchange,80,,"Rs. 2,30,000"
Pulsar Ns 200 Cc,84,,"Rs. 2,10,000"
150 Pulsar For Sell With X-change,40,,"Rs. 83,000"
Pulsar As 200 70 Lot 25k Run Only,70,,"Rs. 1,50,000"
Bajaj Pulsar 150,38,,"Rs. 1,10,000"
Bajaj Discover St 125 53lot On Sell,53,,"Rs. 84,000"
Bajaj Discover St 125 53lot On Sell,53,,"Rs. 84,000"
57 Lot Ns 200 In Great Condition,57,,"Rs. 1,22,000"
Pulsar 150 Blue Black,78,,"Rs. 1,55,000"
220f Pulsar Blue Black Color,58,,"Rs. 1,25,000"
82 Lot 220 Pulsor Fresh Condition Single Handed Used,82,,"Rs. 1,74,000"
103 Lot 150 Pulsor Double Disk Super Fresh Condition,03,,"Rs. 1,86,000"
80 Lot Ns 200 Fresh Condition On Sale,80,,"Rs. 1,64,000"
83 Lot 150 Pulsor Bs 4 Model Fresh Condition,83,,"Rs. 1,50,000"
83 Lot 150 Pulsor Bs 4 Model Fresh Condition,83,,"Rs. 1,50,000"
109 Lot Pulsor 150 Td With Double Disk Single Handed Used,09,5000,"Rs. 1,94,000"
89 Lot 220 Fresh Condition,89,,"Rs. 1,88,000"
106 Lot Ns 200 Like New Condition,06,9k,"Rs. 2,55,000"
63 Lot Ns 200 In Great Condition,63,,"Rs. 1,44,000"
Excellent Condition Ns200 For Sale,3,,"Rs. 2,90,000"
88 Lot 220 Pulsor Fresh Condition,88,19k,"Rs. 1,88,000"
78 Lot 150 Pulsor Fresh Condition,78,,"Rs. 1,33,000"
Fresh 150 Pulser On Sell,56,45500,"Rs. 1,05,000"
83 Lot Pulsor 150 Super Fresh Condition,83,,"Rs. 1,59,000"
Pulser 150 On Sell,56,47500,"Rs. 1,05,000"
All Kind Of Bikes Are Available,67,20000,"Rs. 70,000"
Business Offer(boutique),Ne,,"Rs. 8,00,000"
113 Lot Pulsor 150 Showroom Condition,13,3 K,"Rs. 2,24,000"
113 Lot Pulsor 150 Showroom Condition,13,3 K,"Rs. 2,24,000"
Pulsar 220f Pradesh No.jatikai Brand New Bike On Low,98,1500,"Rs. 2,20,000"
Pulsar Ns 200,90,12800,"Rs. 2,25,000"
Ns 200,93,18000,"Rs. 2,10,000"
Ns 200 117 Lot 2020 Model With Abs System,17,1800,"Rs. 3,10,000"
40 Lot Pulsar 150,40,,"Rs. 78,000"
Bajaj Pulsar 150td,13,2700,"Rs. 2,40,000"
Bajaj Discover 135 Dts-i 2007 Model,26,33250,"Rs. 50,000"
